表層形, 品詞
まで,助詞
、,記号
私,名詞
たち,名詞
は,助詞
お,接頭詞
食事,名詞
の,助詞
お,接頭詞
支度,名詞
の,助詞
他,名詞
は,助詞
、,記号
たいてい,副詞
お,接頭詞
縁側,名詞
で,助詞
編物,名詞
し,動詞
たり,助詞
、,記号
支那間,名詞
で,助詞
本,名詞
を,助詞
読ん,動詞
だり,助詞
、,記号
お茶,名詞
を,助詞
いただい,動詞
たり,助詞
、,記号
ほとんど,副詞
世の中,名詞
と,助詞
離れ,動詞
て,助詞
しまっ,動詞
た,助動詞
よう,名詞
な,助動詞
生活,名詞
を,助詞
し,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
二月,名詞
に,助詞
は,助詞
梅,名詞
が,助詞
咲き,動詞
、,記号
この,連体詞
部落,名詞
全体,名詞
が,助詞
梅,名詞
の,助詞
花,名詞
で,助詞
埋まっ,動詞
た,助動詞
。,記号
そうして,接続詞
三月,名詞
に,助詞
なっ,動詞
て,助詞
も,助詞
、,記号
風,名詞
の,助詞
ない,形容詞
おだやか,名詞
な,助動詞
日,名詞
が,助詞
多かっ,形容詞
た,助動詞
ので,助詞
、,記号
満開,名詞
の,助詞
梅,名詞
は,助詞
少し,副詞
も,助詞
衰え,動詞
ず,助動詞
、,記号
三月,名詞
の,助詞
末,名詞
まで,助詞
美しく,形容詞
咲き,動詞
つづけ,動詞
た,助動詞
。,記号
朝,名詞
も,助詞
昼,名詞
も,助詞
、,記号
夕方,名詞
も,助詞
、,記号
夜,名詞
も,助詞
、,記号
梅,名詞
の,助詞
花,名詞
は,助詞
、,記号
溜息,名詞
の,助詞
出る,動詞
ほど,助詞
美しかっ,形容詞
た,助動詞
。,記号
そうして,接続詞
お,接頭詞
縁側,名詞
の,助詞
硝子,名詞
戸,名詞
を,助詞
あける,動詞
と,助詞
、,記号
いつ,名詞
でも,助詞
花,名詞
の,助詞
匂い,名詞
が,助詞
お,接頭詞
部屋,名詞
に,助詞
すっと,副詞
流れ,動詞
て,助詞
来,動詞
た,助動詞
。,記号
三月,名詞
の,助詞
終り,名詞
に,助詞
は,助詞
、,記号
夕方,名詞
に,助詞
なる,動詞
と,助詞
、,記号
きっと,副詞
風,名詞
が,助詞
出,動詞
て,助詞
、,記号
私,名詞
が,助詞
夕暮,名詞
の,助詞
食堂,名詞
で,助詞
お,接頭詞
茶碗,名詞
を,助詞
並べ,動詞
て,助詞
いる,動詞
と,助詞
、,記号
窓,名詞
から,助詞
梅,名詞
の,助詞
花びら,名詞
が,助詞
吹き込ん,動詞
で,助詞
来,動詞
て,助詞
、,記号
お,接頭詞
茶碗,名詞
の,助詞
中,名詞
に,助詞
は,助詞
いっ,動詞
て,助詞
濡れ,動詞
た,助動詞
。,記号
四月,名詞
に,助詞
なっ,動詞
て,助詞
、,記号
私,名詞
と,助詞
お母さま,名詞
が,助詞
お,接頭詞
縁側,名詞
で,助詞
編物,名詞
を,助詞
し,動詞
ながら,助詞
、,記号
二,名詞
人,名詞
の,助詞
話題,名詞
は,助詞
、,記号
たいてい,副詞
畑,名詞
作り,名詞
の,助詞
計画,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
お母さま,名詞
も,助詞
お手伝い,名詞
し,動詞
たい,助動詞
と,助詞
おっしゃる,動詞
。,記号
ああ,感動詞
、,記号
こうして,接続詞
書い,動詞
て,助詞
みる,動詞
と,助詞
、,記号
いかにも,副詞
私,名詞
たち,名詞
は,助詞
、,記号
いつか,名詞
お母さま,名詞
の,助詞
おっしゃっ,動詞
た,助動詞
よう,名詞
に,助詞
、,記号
いちど,名詞
死ん,動詞
で,助詞
、,記号
違う,動詞
私,名詞
たち,名詞
に,助詞
なっ,動詞
て,助詞
よみがえっ,動詞
た,助動詞
よう,名詞
で,助動詞
も,助詞
ある,動詞
が,助詞
、,記号
しかし,接続詞
、,記号
イエス,名詞
さま,名詞
の,助詞
よう,名詞
な,助動詞
復活,名詞
は,助詞
、,記号
所,名詞
謂,名詞
、,記号
人間,名詞
に,助詞
は,助詞
出来,動詞
ない,助動詞
の,名詞
で,助動詞
は,助詞
なかろ,助動詞
う,助動詞
か,助詞
。,記号
お母さま,名詞
は,助詞
、,記号
あんなふうに,副詞
おっしゃっ,動詞
た,助動詞
けれども,助詞
、,記号
それでも,接続詞
やはり,副詞
、,記号
スウプ,名詞
を,助詞
一,名詞
さじ,名詞
吸っ,動詞
て,助詞
は,助詞
、,記号
直治,名詞
を,助詞
思い,動詞
、,記号
あ,感動詞
、,記号
と,助詞
お,接頭詞
叫び,名詞
に,助詞
なる,動詞
。,記号
そう,副詞
し,動詞
て,助詞
私,名詞
の,助詞
過去,名詞
の,助詞
傷痕,名詞
も,助詞
、,記号
実は,接続詞
、,記号
ちっとも,副詞
なおっ,動詞
て,助詞
い,動詞
は,助詞
し,動詞
ない,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
ああ,感動詞
、,記号
何,名詞
も,助詞
一つ,名詞
も,助詞
包み,動詞
かくさ,動詞
ず,助動詞
、,記号
はっきり,副詞
書き,動詞
たい,助動詞
。,記号
この,連体詞
山荘,名詞
の,助詞
安穏,名詞
は,助詞
、,記号
全部,名詞
いつわり,動詞
の,助詞
、,記号
見せかけ,名詞
に,助詞
過ぎ,動詞
ない,助動詞
と,助詞
、,記号
私,名詞
は,助詞
ひそか,名詞
に,助詞
思う,動詞
時,名詞
さえ,助詞
ある,動詞
の,名詞
だ,助動詞
。,記号
これ,名詞
が,助詞
私,名詞
たち,名詞
親子,名詞
が,助詞
神さま,名詞
から,助詞
いただい,動詞
た,助動詞
短い,形容詞
休息,名詞
の,助詞
期間,名詞
で,助動詞
あっ,助動詞
た,助動詞
として,助詞
も,助詞
、,記号
もう,副詞
すでに,副詞
この,連体詞
平和,名詞
に,助詞
は,助詞
、,記号
何,名詞
か,助詞
不吉,名詞
な,助動詞
、,記号
暗い,形容詞
影,名詞
が,助詞
忍び寄っ,動詞
て,助詞
来,動詞
て,助詞
いる,動詞
よう,名詞
な,助動詞
気,名詞
が,助詞
し,動詞
て,助詞
なら,動詞
ない,助動詞
。,記号
お母さま,名詞
は,助詞
、,記号
幸福,名詞
を,助詞
お,接頭詞
装い,名詞
に,助詞
なり,動詞
ながら,助詞
も,助詞
、,記号
日に日に,副詞
衰え,動詞
、,記号
そう,副詞
し,動詞
て,助詞
私,名詞
の,助詞
胸,名詞
に,助詞
は,助詞
蝮,名詞
が,助詞
宿り,動詞
、,記号
お母さま,名詞
を,助詞
犠牲,名詞
に,助詞
し,動詞
て,助詞
まで,助詞
太り,動詞
、,記号
自分,名詞
で,助詞
おさえ,動詞
て,助詞
も,助詞
おさえ,動詞
て,助詞
も,助詞
太り,動詞
、,記号
ああ,感動詞
、,記号
これ,名詞
が,助詞
ただ,接続詞
季節,名詞
の,助詞
せい,名詞
だけ,助詞
の,助詞
もの,名詞
で,助動詞
あっ,助動詞
て,助詞
くれ,動詞
たら,助動詞
よい,形容詞
、,記号
私,名詞
に,助詞
は,助詞
この,連体詞
頃,名詞
、,記号
こんな,連体詞
生活,名詞
が,助詞
、,記号
とても,副詞
たまらなく,形容詞
なる,動詞
事,名詞
が,助詞
ある,動詞
の,名詞
だ,助動詞
。,記号
蛇,名詞
の,助詞
卵,名詞
を,助詞
焼く,動詞
など,助詞
という,助詞
はしたない,形容詞
事,名詞
を,助詞
し,動詞
た,助動詞
の,名詞
も,助詞
、,記号
その,連体詞
よう,名詞
な,助動詞
私,名詞
の,助詞
いらいら,名詞
し,動詞
た,助動詞
思い,名詞
の,助詞
あらわれ,名詞
の,助詞
一つ,名詞
だっ,助動詞
た,助動詞
のに,助詞
違い,名詞
ない,助動詞
の,名詞
だ,助動詞
。,記号
そうして,接続詞
ただ,接続詞
、,記号
お母さま,名詞
の,助詞
悲しみ,名詞
を,助詞
深く,形容詞
さ,動詞
せ,動詞
、,記号
衰弱,名詞
さ,動詞
せる,動詞
ばかり,助詞
な,助動詞
の,名詞
だ,助動詞
。,記号
恋,名詞
、,記号
と,助詞
書い,動詞
たら,助動詞
、,記号
あと,名詞
、,記号
書け,動詞
なく,助動詞
なっ,動詞
た,助動詞
。,記号
蛇,名詞
の,助詞
卵,名詞
の,助詞
事,名詞
が,助詞
あっ,動詞
て,助詞
から,助詞
、,記号
十,名詞
日,名詞
ほど,助詞
経ち,動詞
、,記号
不吉,名詞
な,助動詞
事,名詞
が,助詞
つづい,動詞
て,助詞
起り,動詞
、,記号
いよいよ,副詞
お母さま,名詞
の,助詞
悲しみ,名詞
を,助詞
深く,形容詞
さ,動詞
せ,動詞
、,記号
その,連体詞
お,接頭詞
命,名詞
を,助詞
薄く,形容詞
さ,動詞
せ,動詞
た,助動詞
。,記号
私,名詞
が,助詞
、,記号
火事,名詞
を,助詞
起し,動詞
かけ,動詞
た,助動詞
の,名詞
だ,助動詞
。,記号
私,名詞
が,助詞
火事,名詞
を,助詞
起す,動詞
。,記号
私,名詞
の,助詞
生涯,名詞
に,助詞
そんな,連体詞
おそろしい,形容詞
事,名詞
が,助詞
あろ,動詞
う,助動詞
と,助詞
は,助詞
、,記号
幼い,形容詞
時,名詞
から,助詞
今,名詞
まで,助詞
、,記号
一,名詞
度,名詞
も,助詞
夢,名詞
に,助詞
さえ,助詞
考え,動詞
た,助動詞
事,名詞
が,助詞
無かっ,形容詞
た,助動詞
のに,助詞
。,記号
お,接頭詞
火,名詞
を,助詞
粗末,名詞
に,助詞
すれ,動詞
ば,助詞
火事,名詞
が,助詞
起る,動詞
、,記号
という,助詞
きわめて,副詞
当然,副詞
の,助詞
事,名詞
に,助詞
も,助詞
、,記号
気づか,動詞
ない,助動詞
ほど,助詞
の,助詞
私,名詞
は,助詞
あの,連体詞
所,名詞
謂,名詞
「,記号
お,接頭詞
ひめ,動詞
さま,名詞
」,記号
だっ,助動詞
た,助動詞
の,名詞
だろ,助動詞
う,助動詞
か,助詞
。,記号
夜中,名詞
に,助詞
お,接頭詞
手洗い,名詞
に,助詞
起き,動詞
て,助詞
、,記号
お,接頭詞
玄関,名詞
の,助詞
衝立,名詞
の,助詞
傍,名詞
まで,助詞
行く,動詞
と,助詞
、,記号
お,接頭詞
風呂,名詞
場,名詞
の,助詞
ほう,名詞
が,助詞
明るい,形容詞
。,記号
何気なく,形容詞
覗い,動詞
て,助詞
みる,動詞
と,助詞
、,記号
お,接頭詞
風呂,名詞
場,名詞
の,助詞
硝子,名詞
戸,名詞
が,助詞
真赤,名詞
で,助動詞
、,記号
パチ,副詞
パチ,副詞
という,助詞
音,名詞
が,助詞
聞える,動詞
。,記号
小走り,名詞
に,助詞
走っ,動詞
て,助詞
行っ,動詞
て,助詞
お,接頭詞
風呂,名詞
場,名詞
の,助詞
くぐり,動詞
戸,名詞
を,助詞
あけ,動詞
、,記号
はだし,名詞
で,助詞
外,名詞
に,助詞
出,動詞
て,助詞
み,動詞
たら,助動詞
、,記号
お,接頭詞
風呂,名詞
の,助詞
かま,名詞
どの,連体詞
傍,名詞
に,助詞
積み上げ,動詞
て,助詞
あっ,動詞
た,助動詞
薪,名詞
の,助詞
山,名詞
が,助詞
、,記号
すごい,形容詞
火勢,名詞
で,助詞
燃え,動詞
て,助詞
いる,動詞
。,記号
庭,名詞
つづき,動詞
の,助詞
下,名詞
の,助詞
農家,名詞
に,助詞
飛ん,動詞
で,助詞
行き,動詞
、,記号
力,名詞
一ぱい,名詞
に,助詞
戸,名詞
を,助詞
叩い,動詞
て,助詞
、,記号
「,記号
中井,名詞
さん,名詞
！,記号
　,記号
起き,動詞
て,助詞
下さい,動詞
、,記号
火事,名詞
です,助動詞
！,記号
」,記号
と,助詞
叫ん,動詞
だ,助動詞
。,記号
中井,名詞
さん,名詞
は,助詞
、,記号
もう,副詞
、,記号
寝,動詞
て,助詞
いらっしゃっ,動詞
た,助動詞
らしかっ,助動詞
た,助動詞
が,助詞
、,記号
「,記号
はい,感動詞
、,記号
直ぐ,副詞
行き,動詞
ます,助動詞
」,記号
と,助詞
返事,名詞
し,動詞
て,助詞
、,記号
私,名詞
が,助詞
、,記号
おねがい,名詞
し,動詞
ます,助動詞
、,記号
早く,形容詞
おねがい,名詞
し,動詞
ます,助動詞
、,記号
と,助詞
言っ,動詞
て,助詞
いる,動詞
うち,名詞
に,助詞
、,記号
浴衣,名詞
の,助詞
寝巻,名詞
の,助詞
まま,名詞
で,助詞
お家,名詞
から,助詞
飛び出,動詞
て,助詞
来ら,動詞
れ,動詞
た,助動詞
。,記号
二,名詞
人,名詞
で,助詞
火,名詞
の,助詞
傍,名詞
に,助詞
駈け,動詞
戻り,動詞
、,記号
バケツ,名詞
で,助詞
お,接頭詞
池,名詞
の,助詞
水,名詞
を,助詞
汲ん,動詞
で,助詞
かけ,動詞
て,助詞
いる,動詞
と,助詞
、,記号
お座敷,名詞
の,助詞
廊下,名詞
の,助詞
ほう,名詞
から,助詞
、,記号
お母さま,名詞
の,助詞
、,記号
あ,感動詞
あっ,感動詞
、,記号
という,助詞
叫び,名詞
が,助詞
聞え,動詞
た,助動詞
。,記号
私,名詞
は,助詞
バケツ,名詞
を,助詞
投げ捨て,動詞
、,記号
お,接頭詞
庭,名詞
から,助詞
廊下,名詞
に,助詞
上っ,動詞
て,助詞
、,記号
「,記号
お母さま,名詞
、,記号
心配,名詞
し,動詞
ない,助動詞
で,助詞
、,記号
大丈夫,名詞
、,記号
休ん,動詞
で,助詞
い,動詞
らし,助動詞
て,助詞
」,記号
と,助詞
、,記号
倒れ,動詞
かかる,動詞
お母さま,名詞
を,助詞
抱きとめ,動詞
、,記号
お,接頭詞
寝床,名詞
に,助詞
連れ,動詞
て,助詞
行っ,動詞
て,助詞
寝かせ,動詞
、,記号
また,接続詞
火,名詞
の,助詞
ところ,名詞
に,助詞
飛ん,動詞
で,助詞
かえって,副詞
、,記号
こんど,名詞
は,助詞
お,接頭詞
風呂,名詞
の,助詞
水,名詞
を,助詞
汲ん,動詞
で,助詞
は,助詞
中井,名詞
さん,名詞
に,助詞
手渡し,名詞
、,記号
中井,名詞
さん,名詞
は,助詞
それ,名詞
を,助詞
薪,名詞
の,助詞
山,名詞
に,助詞
かけ,動詞
た,助動詞
が,助詞
火勢,名詞
は,助詞
強く,形容詞
、,記号
とても,副詞
そんな,連体詞
事,名詞
で,助動詞
は,助詞
消え,動詞
そう,名詞
も,助詞
なかっ,形容詞
た,助動詞
。,記号
「,記号
火事,名詞
だ,助動詞
。,記号
火事,名詞
だ,助動詞
。,記号
お,接頭詞
別荘,名詞
が,助詞
火事,名詞
だ,助動詞
」,記号
という,助詞
声,名詞
が,助詞
下,名詞
の,助詞
ほう,名詞
から,助詞
聞え,動詞
て,助詞
、,記号
たちまち,副詞
四,名詞
五,名詞
人,名詞
の,助詞
村,名詞
の,助詞
人,名詞
たち,名詞
が,助詞
、,記号
垣根,名詞
を,助詞
こわし,動詞
て,助詞
、,記号
飛び込ん,動詞
で,助詞
い,動詞
らし,助動詞
た,助動詞
。,記号
そうして,接続詞
、,記号
垣根,名詞
の,助詞
下,名詞
